Primary Key,Participant ID,Treatment Group,Timestamp,Question Label,Before/After Exposure,Error present,Text Explanation ,Actual Chart Error,Error Identified (Coder 1),Error Identified (Coder 2),Coder Mismatch?,Consensus Code
1136,1858,Text,,TQ 1 Zero,Post,,,Zero Axis,1,1,,1
1140,2260,Text,,TQ 1 Zero,Post,,,Zero Axis,0,0,,0
1145,1335,Text,,TQ 1 Zero,Post,Like,Like,Zero Axis,0,0,,0
1151,2479,Text,,TQ 1 Zero,Post,Like,Like,Zero Axis,0,0,,0
1154,3139,Text,,TQ 1 Zero,Post,,,Zero Axis,1,1,,1
1160,2784,Text,,TQ 1 Zero,Post,,,Zero Axis,0,0,,0
1165,1164,Text,,TQ 1 Zero,Post,Like,Like,Zero Axis,1,1,,1
1178,Duration (in seconds),Text,,TQ 1 Zero,Post,Q275_1,Q277_1,Zero Axis,1,1,,1
1183,3372,Text,,TQ 2 Good,Post,Like,Like,Good,1,1,,1
1188,1107,Text,,TQ 2 Good,Post,,,Good,0,0,,0
1192,1299,Text,,TQ 2 Good,Post,,,Good,0,0,,0
1198,1858,Text,,TQ 2 Good,Post,,,Good,0,0,,0
1202,2260,Text,,TQ 2 Good,Post,,,Good,1,1,,1
1207,1335,Text,,TQ 2 Good,Post,Like,Like,Good,0,0,,0
1213,2479,Text,,TQ 2 Good,Post,Like,Like,Good,0,0,,0
1216,3139,Text,,TQ 2 Good,Post,,,Good,0,0,,0
1222,2784,Text,,TQ 2 Good,Post,,,Good,1,1,,1
1227,1164,Text,,TQ 2 Good,Post,Like,Like,Good,1,1,,1
1240,Duration (in seconds),Text,,TQ 2 Good,Post,Q441_1,Q276_1,Good,0,0,,0
1245,3372,Text,,TQ 3 Good,Post,Like,It's well constructed,Good,0,0,,0
1250,1107,Text,,TQ 3 Good,Post,,It's well constructed,Good,1,1,,1
1254,1299,Text,,TQ 3 Good,Post,,It's well constructed,Good,1,0,X,1
1260,1858,Text,,TQ 3 Good,Post,,There are errors in construction,Good,1,0,X,1
1264,2260,Text,,TQ 3 Good,Post,,It's well constructed,Good,0,0,,0
1269,1335,Text,,TQ 3 Good,Post,Like,It's well constructed,Good,1,1,,1
1275,2479,Text,,TQ 3 Good,Post,Like,There are errors in construction,Good,0,0,,0
1278,3139,Text,,TQ 3 Good,Post,,There are errors in construction,Good,0,0,,0
1284,2784,Text,,TQ 3 Good,Post,,There are errors in construction,Good,0,0,,0
1289,1164,Text,,TQ 3 Good,Post,Like,There are errors in construction,Good,1,1,,1
1302,Duration (in seconds),Text,,TQ 3 Good,Post,Q439_1,TQ 1 Zero,Good,0,0,,0
1307,3372,Text,,TQ 4 legend,Post,There are errors in construction,There are errors in construction,Legend,1,1,,1
1312,1107,Text,,TQ 4 legend,Post,There are errors in construction,There are errors in construction,Legend,1,1,,1
1316,1299,Text,,TQ 4 legend,Post,It's well constructed,It's well constructed,Legend,1,1,,1
1322,1858,Text,,TQ 4 legend,Post,It's well constructed,It's well constructed,Legend,0,0,,0
1326,2260,Text,,TQ 4 legend,Post,There are errors in construction,There are errors in construction,Legend,1,1,,1
1331,1335,Text,,TQ 4 legend,Post,It's well constructed,It's well constructed,Legend,1,1,,1
1337,2479,Text,,TQ 4 legend,Post,There are errors in construction,There are errors in construction,Legend,1,1,,1
1340,3139,Text,,TQ 4 legend,Post,There are errors in construction,There are errors in construction,Legend,1,1,,1
1346,2784,Text,,TQ 4 legend,Post,It's well constructed,It's well constructed,Legend,0,0,,0
1351,1164,Text,,TQ 4 legend,Post,It's well constructed,It's well constructed,Legend,0,0,,0
1364,Duration (in seconds),Text,,TQ 4 legend,Post,TQ 2 Good,TQ 2 Good,Legend,1,1,,1
1369,3372,Text,,TQ 5 Color,Post,the data is too clumped,There are errors in construction,Color,1,1,,1
1374,1107,Text,,TQ 5 Color,Post,too crowded,It's well constructed,Color,1,1,,1
1378,1299,Text,,TQ 5 Color,Post,,It's well constructed,Color,1,1,,1
1384,1858,Text,,TQ 5 Color,Post,,There are errors in construction,Color,1,1,,1
1388,2260,Text,,TQ 5 Color,Post,very hard to read data as it is all similar colours,It's well constructed,Color,1,1,,1
1393,1335,Text,,TQ 5 Color,Post,,There are errors in construction,Color,0,0,,0
1399,2479,Text,,TQ 5 Color,Post,Difficult to read ,It's well constructed,Color,1,1,,1
1402,3139,Text,,TQ 5 Color,Post,It's a mess and confusing,It's well constructed,Color,1,1,,1
1408,2784,Text,,TQ 5 Color,Post,,There are errors in construction,Color,1,1,,1
1413,1164,Text,,TQ 5 Color,Post,,It's well constructed,Color,1,1,,1
1426,Duration (in seconds),Text,,TQ 5 Color,Post,TQ 2 Good Text,There are errors in construction,Color,0,0,,0
1431,3372,Text,,TQ 6 Color,Post,there is no legend and the axis are not labelled properly,There are errors in construction,Color,0,0,,0
1436,1107,Text,,TQ 6 Color,Post,,There are errors in construction,Color,0,0,,0
1440,1299,Text,,TQ 6 Color,Post,,There are errors in construction,Color,0,0,,0
1446,1858,Text,,TQ 6 Color,Post,I don't know what it's measuring ,There are errors in construction,Color,0,0,,0
1450,2260,Text,,TQ 6 Color,Post,,There are errors in construction,Color,0,0,,0
1455,1335,Text,,TQ 6 Color,Post,"No legend, no info",There are errors in construction,Color,0,0,,0
1461,2479,Text,,TQ 6 Color,Post,,There are errors in construction,Color,P,1,X,P
1464,3139,Text,,TQ 6 Color,Post,,There are errors in construction,Color,0,0,,0
1470,2784,Text,,TQ 6 Color,Post,"The x and y-axis do not have appropriate labels, so there is no way to decipher what the presented data actually means.",There are errors in construction,Color,0,0,,0
1475,1164,Text,,TQ 6 Color,Post,,It's well constructed,Color,0,0,,0
1488,Duration (in seconds),Text,,TQ 6 Color,Post,TQ 3 Good Text,There are errors in construction,Color,0,0,,0
1493,3372,Text,,TQ 7 Size,Post,there is no legend,There are errors in construction,Size Neg,1,0,X,P
1498,1107,Text,,TQ 7 Size,Post,,There are errors in construction,Size Neg,1,1,,1
1502,1299,Text,,TQ 7 Size,Post,No legend relative to the colours used.,It's well constructed,Size Neg,0,0,,0
1508,1858,Text,,TQ 7 Size,Post,It's missing a legend,There are errors in construction,Size Neg,0,0,,0
1512,2260,Text,,TQ 7 Size,Post,,There are errors in construction,Size Neg,1,1,,1
1517,1335,Text,,TQ 7 Size,Post,,There are errors in construction,Size Neg,0,0,,0
1523,2479,Text,,TQ 7 Size,Post,No key ,There are errors in construction,Size Neg,0,0,,0
1526,3139,Text,,TQ 7 Size,Post,It's confusing what do the colours represent?,There are errors in construction,Size Neg,0,0,,0
1532,2784,Text,,TQ 7 Size,Post,There is no key indicating what the colours in the data set represent.,There are errors in construction,Size Neg,P,P,,P
1537,1164,Text,,TQ 7 Size,Post,No legend.,There are errors in construction,Size Neg,0,0,,0
1550,Duration (in seconds),Text,,TQ 7 Size,Post,TQ 4 legend Text,,Size Neg,0,0,,0
1555,3372,Text,,TQ 8 Zero Axis,Post,the colours are too similar,There are errors in construction,Zero Axis,0,0,,0
1560,1107,Text,,TQ 8 Zero Axis,Post,too much data,There are errors in construction,Zero Axis,1,0,X,1
1564,1299,Text,,TQ 8 Zero Axis,Post,Colours are too similar,There are errors in construction,Zero Axis,0,0,,0
1570,1858,Text,,TQ 8 Zero Axis,Post,Europe and USA are the same color,There are errors in construction,Zero Axis,0,0,,0
1574,2260,Text,,TQ 8 Zero Axis,Post,,It's well constructed,Zero Axis,0,0,,0
1579,1335,Text,,TQ 8 Zero Axis,Post,Colors are too similar,It's well constructed,Zero Axis,0,0,,0
1585,2479,Text,,TQ 8 Zero Axis,Post,Difficult to read ,There are errors in construction,Zero Axis,0,0,,0
1588,3139,Text,,TQ 8 Zero Axis,Post,The colours are too similar for Europe and USA,There are errors in construction,Zero Axis,0,0,,0
1594,2784,Text,,TQ 8 Zero Axis,Post,"The colours used for Europe and USA are too similar, and the colour choices would be difficult to detect for someone with R/G colour blindness.",It's well constructed,Zero Axis,0,0,,0
1599,1164,Text,,TQ 8 Zero Axis,Post,Colors are too similar,There are errors in construction,Zero Axis,0,0,,0
1612,Duration (in seconds),Text,,TQ 8 Zero Axis,Post,TQ 5 Color Text,TQ 6 Color,Zero Axis,1,1,,1
1617,3372,Text,,TQ 9 Size,Post,some of the colours are too similar,There are errors in construction,Size Neg,0,0,,0
1622,1107,Text,,TQ 9 Size,Post,too much data,There are errors in construction,Size Neg,0,0,,0
1626,1299,Text,,TQ 9 Size,Post,"Colours are too similar, too much information and it's difficult to read.",It's well constructed,Size Neg,P,P,,P
1632,1858,Text,,TQ 9 Size,Post,Too much on one graph and multiple uses of color,There are errors in construction,Size Neg,0,0,,0
1636,2260,Text,,TQ 9 Size,Post,,It's well constructed,Size Neg,1,1,,1
1641,1335,Text,,TQ 9 Size,Post,,There are errors in construction,Size Neg,0,0,,0
1647,2479,Text,,TQ 9 Size,Post,Colours are too similar ,It's well constructed,Size Neg,P,0,X,P
1650,3139,Text,,TQ 9 Size,Post,There is too much information ,There are errors in construction,Size Neg,0,0,,0
1656,2784,Text,,TQ 9 Size,Post,,It's well constructed,Size Neg,0,0,,0
1661,1164,Text,,TQ 9 Size,Post,Too much data for one graph.,There are errors in construction,Size Neg,0,0,,0
1674,Duration (in seconds),Text,,TQ 9 Size,Post,TQ 6 Color Text,TQ 7 Size,Size Neg,1,1,,1
1679,3372,Text,,TQ 10 Legend,Post,there is a negative value,It's well constructed,Legend,1,1,,1
1684,1107,Text,,TQ 10 Legend,Post,difficult to see/understand data,It's well constructed,Legend,1,1,,1
1688,1299,Text,,TQ 10 Legend,Post,,There are errors in construction,Legend,1,1,,1
1694,1858,Text,,TQ 10 Legend,Post,-1 is represented as bigger than -.5 even though it is less,There are errors in construction,Legend,0,0,,0
1698,2260,Text,,TQ 10 Legend,Post,,There are errors in construction,Legend,0,0,,0
1703,1335,Text,,TQ 10 Legend,Post,"No legend, confusing",There are errors in construction,Legend,1,1,,1
1709,2479,Text,,TQ 10 Legend,Post,,There are errors in construction,Legend,1,1,,1
1712,3139,Text,,TQ 10 Legend,Post,the squares need to be different colours,There are errors in construction,Legend,1,1,,1
1718,2784,Text,,TQ 10 Legend,Post,,There are errors in construction,Legend,0,0,,0
1723,1164,Text,,TQ 10 Legend,Post,Colors are too similar,There are errors in construction,Legend,0,0,,0
1736,Duration (in seconds),Text,,TQ 10 Legend,Post,TQ 7 Size Text,TQ 8 Zero Axis,Legend,1,1,,1
1741,3372,Text,,TQ 11 Good,Post,,There are errors in construction,Good,1,1,,1
1746,1107,Text,,TQ 11 Good,Post,,It's well constructed,Good,0,0,,0
1750,1299,Text,,TQ 11 Good,Post,The scale seems disproportionate,There are errors in construction,Good,0,0,,0
1756,1858,Text,,TQ 11 Good,Post,It is difficult to tell the dots apart,There are errors in construction,Good,0,0,,0
1760,2260,Text,,TQ 11 Good,Post,Difficult to  read data,There are errors in construction,Good,0,0,,0
1765,1335,Text,,TQ 11 Good,Post,"Lack of info, colors are too similar",There are errors in construction,Good,0,0,,0
1771,2479,Text,,TQ 11 Good,Post,Difficult to read ,It's well constructed,Good,0,0,,0
1774,3139,Text,,TQ 11 Good,Post,axis doesn't start at zeros and colours are the same so it's difficult to read,There are errors in construction,Good,1,1,,1
1780,2784,Text,,TQ 11 Good,Post,The scattering of the data does not seem to align with the income increments on the X-axis.,It's well constructed,Good,1,1,,1
1785,1164,Text,,TQ 11 Good,Post,White space,There are errors in construction,Good,0,0,,0
1798,Duration (in seconds),Text,,TQ 11 Good,Post,TQ 8 Zero Axis,TQ 9 Size,Good,0,0,,0
1803,3372,Text,,TQ 12 Rate,Post,there are negative values for the data,There are errors in construction,Rate,0,0,,0
1808,1107,Text,,TQ 12 Rate,Post,,It's well constructed,Rate,1,1,,1
1812,1299,Text,,TQ 12 Rate,Post,"Due to having the same shapes, overlaps become hard to read.",There are errors in construction,Rate,1,1,,1
1818,1858,Text,,TQ 12 Rate,Post,-1 is smaller than -2 and -3 but -3 is the smallest number,There are errors in construction,Rate,0,0,,0
1822,2260,Text,,TQ 12 Rate,Post,very confusing regarding what data is recorded and why,It's well constructed,Rate,0,0,,0
1827,1335,Text,,TQ 12 Rate,Post,No info,It's well constructed,Rate,0,0,,0
1833,2479,Text,,TQ 12 Rate,Post,,There are errors in construction,Rate,1,1,,1
1836,3139,Text,,TQ 12 Rate,Post,The length isn't on the graph,There are errors in construction,Rate,P,1,X,1
1842,2784,Text,,TQ 12 Rate,Post,,There are errors in construction,Rate,0,0,,0
1847,1164,Text,,TQ 12 Rate,Post,Too much white space.,There are errors in construction,Rate,0,0,,0
1860,Duration (in seconds),Text,,TQ 12 Rate,Post,TQ 9 Size Text,TQ 10 Legend,Rate,1,1,,1
1865,3372,Text,,TQ 13 Zero,Post,there is no legend,There are errors in construction,Zero Axis,0,0,,0
1870,1107,Text,,TQ 13 Zero,Post,,It's well constructed,Zero Axis,0,0,,0
1874,1299,Text,,TQ 13 Zero,Post,There is no legend for the meaning of the colours.,It's well constructed,Zero Axis,0,0,,0
1880,1858,Text,,TQ 13 Zero,Post,There is no legend,There are errors in construction,Zero Axis,1,1,,1
1884,2260,Text,,TQ 13 Zero,Post,,It's well constructed,Zero Axis,0,0,,0
1889,1335,Text,,TQ 13 Zero,Post,,It's well constructed,Zero Axis,0,0,,0
1895,2479,Text,,TQ 13 Zero,Post,No key for colours ,There are errors in construction,Zero Axis,0,0,,0
1898,3139,Text,,TQ 13 Zero,Post,Why the change in colour,There are errors in construction,Zero Axis,1,1,,1
1904,2784,Text,,TQ 13 Zero,Post,There is no key indicating the meaning of each colour in the data.,There are errors in construction,Zero Axis,0,0,,0
1909,1164,Text,,TQ 13 Zero,Post,No legend,It's well constructed,Zero Axis,1,1,,1
1922,Duration (in seconds),Text,,TQ 13 Zero,Post,TQ 10 Legend Text,TQ 11 Good,Zero Axis,1,1,,1
1927,3372,Text,,TQ 14 Legend,Post,the scales on the axis are different,There are errors in construction,Legend,1,1,,1
1932,1107,Text,,TQ 14 Legend,Post,,It's well constructed,Legend,1,1,,1
1936,1299,Text,,TQ 14 Legend,Post,,There are errors in construction,Legend,1,1,,1
1942,1858,Text,,TQ 14 Legend,Post,There shouldn't be measurements on both sides ,It's well constructed,Legend,0,0,,0
1946,2260,Text,,TQ 14 Legend,Post,,It's well constructed,Legend,0,0,,0
1951,1335,Text,,TQ 14 Legend,Post,,It's well constructed,Legend,0,0,,0
1957,2479,Text,,TQ 14 Legend,Post,The y axis' have different values ,It's well constructed,Legend,1,1,,1
1960,3139,Text,,TQ 14 Legend,Post,axis dont start at 0,There are errors in construction,Legend,1,1,,1
1966,2784,Text,,TQ 14 Legend,Post,You cannot use two separate units on the Y-axis that correspond with one X-axis.,It's well constructed,Legend,0,0,,0
1971,1164,Text,,TQ 14 Legend,Post,,It's well constructed,Legend,0,0,,0
1984,Duration (in seconds),Text,,TQ 14 Legend,Post,TQ 11 Good,TQ 12 Rate,Legend,1,1,,1
1989,3372,Text,,TQ 15 color,Post,the scales on the axis do not match up,It's well constructed,Color,1,1,,1
1994,1107,Text,,TQ 15 color,Post,,It's well constructed,Color,0,0,,0
1998,1299,Text,,TQ 15 color,Post,Colour of lines doesn't match the legend,It's well constructed,Color,1,1,,1
2004,1858,Text,,TQ 15 color,Post,,There are errors in construction,Color,1,1,,1
2008,2260,Text,,TQ 15 color,Post,,It's well constructed,Color,1,1,,1
2013,1335,Text,,TQ 15 color,Post,,There are errors in construction,Color,1,1,,1
2019,2479,Text,,TQ 15 color,Post,,It's well constructed,Color,1,1,,1
2022,3139,Text,,TQ 15 color,Post,The axis dont start at 0,There are errors in construction,Color,0,0,,0
2028,2784,Text,,TQ 15 color,Post,,There are errors in construction,Color,0,0,,0
2033,1164,Text,,TQ 15 color,Post,,It's well constructed,Color,1,1,,1
2046,Duration (in seconds),Text,,TQ 15 color,Post,TQ 12 Rate Text,TQ 13 Zero,Color,1,1,,1
2051,3372,Text,,TQ 16 Size,Post,,There are errors in construction,Size Neg,0,0,,0
2056,1107,Text,,TQ 16 Size,Post,,It's well constructed,Size Neg,P,0,X,0
2060,1299,Text,,TQ 16 Size,Post,,There are errors in construction,Size Neg,1,1,,1
2066,1858,Text,,TQ 16 Size,Post,It is missing a legend,There are errors in construction,Size Neg,0,0,,0
2070,2260,Text,,TQ 16 Size,Post,,It's well constructed,Size Neg,1,1,,1
2075,1335,Text,,TQ 16 Size,Post,"No info, no legend, incomplete",There are errors in construction,Size Neg,0,0,,0
2081,2479,Text,,TQ 16 Size,Post,,There are errors in construction,Size Neg,1,1,,1
2084,3139,Text,,TQ 16 Size,Post,axis doesn't start at 0,It's well constructed,Size Neg,0,P,X,0
2090,2784,Text,,TQ 16 Size,Post,No labelling of the graph's title.,It's well constructed,Size Neg,0,0,,0
2095,1164,Text,,TQ 16 Size,Post,,There are errors in construction,Size Neg,0,0,,0
2108,Duration (in seconds),Text,,TQ 16 Size,Post,TQ 13 Zero Text,TQ 14 Legend,Size Neg,1,1,,1
2113,3372,Text,,TQ 17 Rate,Post,there is no legend,There are errors in construction,Rate,0,0,,0
2118,1107,Text,,TQ 17 Rate,Post,,It's well constructed,Rate,1,1,,1
2122,1299,Text,,TQ 17 Rate,Post,There is no legend.,There are errors in construction,Rate,1,1,,1
2128,1858,Text,,TQ 17 Rate,Post,No legend,There are errors in construction,Rate,0,0,,0
2132,2260,Text,,TQ 17 Rate,Post,,It's well constructed,Rate,0,0,,0
2137,1335,Text,,TQ 17 Rate,Post,Colors are the same,It's well constructed,Rate,P,1,X,P
2143,2479,Text,,TQ 17 Rate,Post,The colours are too similar. ,There are errors in construction,Rate,P,0,X,1
2146,3139,Text,,TQ 17 Rate,Post,,It's well constructed,Rate,0,0,,0
2152,2784,Text,,TQ 17 Rate,Post,,It's well constructed,Rate,0,0,,0
2157,1164,Text,,TQ 17 Rate,Post,No legend.,There are errors in construction,Rate,0,0,,0
2170,Duration (in seconds),Text,,TQ 17 Rate,Post,TQ 14 Legend Text,TQ 15 color,Rate,1,1,,1
2175,3372,Text,,TQ 18 Rate,Post,the colours are too similar,There are errors in construction,Rate,0,0,,0
2180,1107,Text,,TQ 18 Rate,Post,,It's well constructed,Rate,0,0,,0
2184,1299,Text,,TQ 18 Rate,Post,The colours are too simialr.,There are errors in construction,Rate,1,1,,1
2190,1858,Text,,TQ 18 Rate,Post,Amsterdam and Atlanta are the same color,There are errors in construction,Rate,0,0,,0
2194,2260,Text,,TQ 18 Rate,Post,,It's well constructed,Rate,0,0,,0
2199,1335,Text,,TQ 18 Rate,Post,,There are errors in construction,Rate,P,1,X,P
2205,2479,Text,,TQ 18 Rate,Post,Colours too similar ,There are errors in construction,Rate,P,1,X,1
2208,3139,Text,,TQ 18 Rate,Post,,There are errors in construction,Rate,0,0,,0
2214,2784,Text,,TQ 18 Rate,Post,,It's well constructed,Rate,0,0,,0
2219,1164,Text,,TQ 18 Rate,Post,Colors are too similar,It's well constructed,Rate,0,0,,0
2232,Duration (in seconds),Text,,TQ 18 Rate,Post,TQ 15 color Text,TQ 16 Size,Rate,1,1,,1
6,1912,Text,,PQ 1 Rate,Prior,TRUE,2019-11-26 14:01:53,Rate,0,0,,0
16,1863,Text,,PQ 1 Rate,Prior,TRUE,2019-11-26 14:00:58,Rate,0,0,,0
17,547,Text,,PQ 1 Rate,Prior,TRUE,2019-11-27 17:05:19,Rate,0,0,,0
30,1551,Text,,PQ 1 Rate,Prior,TRUE,2019-11-26 13:55:42,Rate,0,0,,0
32,2823,Text,,PQ 1 Rate,Prior,TRUE,2019-11-26 14:16:57,Rate,0,0,,0
39,3022,Text,,PQ 1 Rate,Prior,TRUE,2019-11-27 17:46:53,Rate,0,0,,0
68,1912,Text,,PQ 2 Rate,Prior,R_pSgUedDcoZQTq0h,"I consent, begin the study",Rate,0,0,,0
78,1863,Text,,PQ 2 Rate,Prior,R_1QnivPFl53Aj43L,"I consent, begin the study",Rate,0,0,,0
79,547,Text,,PQ 2 Rate,Prior,R_1CCmopExwWmgg1p,"I consent, begin the study",Rate,0,0,,0
92,1551,Text,,PQ 2 Rate,Prior,R_3R7tJ4EFDV3QoC7,"I consent, begin the study",Rate,0,0,,0
94,2823,Text,,PQ 2 Rate,Prior,R_3lKpyxBvaQne8Gk,"I consent, begin the study",Rate,0,0,,0
101,3022,Text,,PQ 2 Rate,Prior,R_eEUCu4GNc7nJSk9,"I consent, begin the study",Rate,0,0,,0
130,1912,Text,,PQ 3 Good,Prior,5bf716d84cf1db0001aa80d8,It's well constructed,Good,1,1,,1
